time,source,model,temperature_1000hPa,relative_humidity_1000hPa,dew_point_1000hPa,cloud_cover_1000hPa,vertical_velocity_1000hPa,geopotential_height_1000hPa,temperature_925hPa,relative_humidity_925hPa,dew_point_925hPa,cloud_cover_925hPa,vertical_velocity_925hPa,geopotential_height_925hPa,temperature_850hPa,relative_humidity_850hPa,dew_point_850hPa,cloud_cover_850hPa,vertical_velocity_850hPa,geopotential_height_850hPa,temperature_700hPa,relative_humidity_700hPa,dew_point_700hPa,cloud_cover_700hPa,vertical_velocity_700hPa,geopotential_height_700hPa,temperature_600hPa,relative_humidity_600hPa,dew_point_600hPa,cloud_cover_600hPa,vertical_velocity_600hPa,geopotential_height_600hPa,temperature_500hPa,relative_humidity_500hPa,dew_point_500hPa,cloud_cover_500hPa,vertical_velocity_500hPa,geopotential_height_500hPa,temperature_400hPa,relative_humidity_400hPa,dew_point_400hPa,cloud_cover_400hPa,vertical_velocity_400hPa,geopotential_height_400hPa,temperature_300hPa,relative_humidity_300hPa,dew_point_300hPa,cloud_cover_300hPa,vertical_velocity_300hPa,geopotential_height_300hPa,timezone,latitude_grid,longitude_grid,elevation_m,generationtime_ms
2026-09-23T07:00,pressure_profile,best_match,67.1,84,62.1,0,-0.01,324.803,75.5,30,41.9,0,0.0,2542.651,69.8,25,32.4,0,-0.01,4957.349,45.1,31,16.4,0,0.01,10318.241,33.0,14,-11.5,0,0.01,14422.572,17.3,11,-27.6,0,0.0,19140.42,-5.8,10,-48.4,0,0.01,24683.256,-38.2,12,-71.9,0,0.0,31395.52,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-23T08:00,pressure_profile,best_match,67.1,83,61.8,0,0.0,328.084,76.1,29,41.5,0,0.0,2545.932,69.6,25,32.2,0,-0.01,4963.911,45.4,30,15.8,0,-0.02,10321.522,33.0,13,-13.4,0,-0.01,14429.134,16.9,13,-25.8,0,-0.01,19143.702,-5.8,8,-51.4,0,-0.02,24683.256,-38.2,12,-71.9,0,0.0,31395.52,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-23T09:00,pressure_profile,best_match,68.2,83,62.8,0,0.01,331.365,76.3,29,41.7,0,-0.01,2549.213,69.4,25,32.0,0,-0.01,4967.192,45.4,30,15.8,0,-0.02,10328.084,33.0,13,-13.4,0,-0.02,14432.415,16.9,13,-25.8,0,-0.03,19150.262,-5.2,8,-51.0,0,-0.02,24691.358,-38.2,12,-71.9,0,0.03,31406.106,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-23T10:00,pressure_profile,best_match,70.7,78,63.5,0,0.02,344.488,76.9,28,41.3,0,-0.01,2572.179,69.8,24,31.4,0,-0.02,4990.158,45.7,28,14.2,0,-0.03,10351.05,33.3,11,-15.2,0,-0.03,14455.381,17.3,11,-27.6,0,-0.02,19176.51,-5.2,8,-51.0,0,0.0,24719.71,-38.2,10,-74.5,0,0.03,31432.564,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-23T11:00,pressure_profile,best_match,72.3,77,64.7,0,0.04,354.331,77.3,28,41.6,0,0.0,2588.583,69.8,25,32.4,0,0.0,5003.281,45.7,26,12.3,0,0.01,10367.454,33.3,11,-15.2,0,-0.01,14471.785,17.3,11,-27.6,0,-0.02,19192.914,-5.8,10,-48.4,0,0.0,24731.862,-38.2,10,-74.5,0,0.0,31443.146,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-23T12:00,pressure_profile,best_match,72.9,77,65.2,0,0.03,354.331,77.5,28,41.8,0,-0.01,2588.583,70.0,25,32.6,0,-0.01,5006.562,45.7,26,12.3,0,0.01,10370.735,33.0,11,-15.5,0,0.0,14471.785,17.3,10,-30.1,0,-0.01,19192.914,-5.8,10,-48.4,0,-0.01,24735.914,-37.3,8,-76.9,0,0.0,31448.438,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-23T13:00,pressure_profile,best_match,72.5,77,64.9,0,0.03,344.488,77.5,28,41.8,0,-0.02,2575.459,70.2,24,31.7,0,-0.03,4996.719,45.7,23,10.3,0,-0.01,10364.173,32.7,10,-18.0,0,-0.01,14461.942,17.7,9,-32.6,0,-0.01,19183.07,-5.8,10,-48.4,0,0.0,24727.812,-38.2,10,-74.5,0,0.0,31437.854,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-23T14:00,pressure_profile,best_match,72.3,78,65.1,0,0.03,341.207,77.9,27,41.2,0,-0.03,2575.459,70.7,23,31.1,0,-0.03,4996.719,45.7,18,4.3,0,-0.02,10367.454,32.7,10,-18.0,0,-0.01,14465.224,17.7,9,-32.6,0,0.0,19186.352,-5.8,10,-48.4,0,0.02,24727.812,-38.2,10,-74.5,0,0.01,31437.854,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-23T15:00,pressure_profile,best_match,72.9,76,64.9,0,0.02,337.927,78.9,25,40.1,0,-0.01,2572.179,70.7,22,30.0,0,-0.03,4996.719,46.2,17,3.3,0,-0.03,10367.454,32.7,9,-20.6,0,-0.01,14468.504,17.7,7,-35.8,0,-0.02,19186.352,-6.4,12,-46.3,0,-0.01,24723.762,-38.2,10,-74.5,0,0.0,31432.564,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-23T16:00,pressure_profile,best_match,72.5,77,64.9,0,0.03,331.365,79.3,24,39.3,0,-0.02,2565.617,71.1,21,29.2,0,-0.04,4990.158,46.5,19,6.3,0,-0.03,10364.173,32.3,9,-20.9,0,-0.01,14465.224,17.7,6,-39.7,0,-0.01,19183.07,-6.4,12,-46.3,0,0.01,24719.71,-38.2,10,-74.5,0,0.01,31427.272,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-23T17:00,pressure_profile,best_match,70.9,84,65.8,0,0.02,331.365,78.9,26,41.1,0,0.01,2559.055,71.3,21,29.4,0,-0.01,4983.596,46.8,21,9.0,0,-0.05,10364.173,32.0,9,-21.1,0,-0.02,14465.224,17.3,6,-40.0,0,-0.01,19176.51,-6.4,12,-46.3,0,0.0,24715.662,-38.2,10,-74.5,0,0.01,31421.978,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-23T18:00,pressure_profile,best_match,69.6,86,65.2,0,0.01,334.646,77.3,30,43.4,0,0.01,2562.336,71.5,21,29.5,0,-0.02,4983.596,47.3,26,13.8,0,-0.08,10367.454,31.7,10,-18.8,0,-0.01,14471.785,17.3,6,-40.0,0,-0.01,19179.792,-6.4,12,-46.3,0,-0.07,24719.71,-37.3,8,-76.9,0,0.0,31427.272,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-23T19:00,pressure_profile,best_match,68.5,89,65.2,0,0.01,351.05,75.7,36,46.9,0,0.01,2575.459,71.5,22,30.7,0,-0.03,4993.439,47.3,28,15.7,0,-0.06,10383.858,31.3,14,-12.8,0,0.0,14488.189,16.9,6,-40.4,0,0.0,19192.914,-6.4,10,-48.9,0,-0.05,24731.862,-37.3,8,-76.9,0,0.03,31437.854,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-23T20:00,pressure_profile,best_match,67.5,91,64.7,10,0.0,367.454,74.3,43,50.4,0,0.0,2585.302,71.8,22,30.9,0,-0.01,5003.281,47.1,34,20.4,0,-0.02,10393.701,31.0,18,-8.2,0,0.0,14494.751,16.9,6,-40.4,0,-0.01,19199.474,-6.9,10,-49.3,0,-0.04,24735.914,-37.3,8,-76.9,0,0.01,31443.146,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-23T21:00,pressure_profile,best_match,66.6,93,64.5,20,0.0,383.858,73.1,46,51.1,0,0.01,2595.144,71.8,22,30.9,0,0.0,5013.124,46.8,42,25.0,0,0.0,10406.824,30.7,24,-2.1,0,0.0,14504.594,16.5,6,-40.7,0,-0.01,19206.038,-6.4,8,-51.9,0,-0.01,24739.962,-38.2,8,-77.6,0,0.01,31448.438,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-23T22:00,pressure_profile,best_match,66.4,93,64.3,20,-0.01,396.982,72.4,47,51.0,0,0.0,2604.987,71.5,22,30.7,0,0.0,5022.966,46.5,47,27.2,0,-0.02,10413.386,30.3,28,0.7,0,-0.01,14511.155,16.5,6,-40.7,0,-0.01,19212.598,-6.9,8,-52.3,0,-0.02,24744.014,-38.2,8,-77.6,0,0.0,31448.438,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-23T23:00,pressure_profile,best_match,66.4,92,64.0,15,-0.02,406.824,72.0,46,50.1,0,0.0,2614.829,71.5,22,30.7,0,0.0,5029.528,46.5,48,27.8,0,-0.02,10423.229,30.0,31,3.2,0,0.01,14517.717,16.0,4,-45.9,0,0.01,19215.878,-6.9,8,-52.3,0,-0.01,24744.014,-38.2,8,-77.6,0,0.0,31448.438,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-24T00:00,pressure_profile,best_match,66.2,93,64.1,20,-0.02,406.824,71.4,49,51.2,0,-0.01,2614.829,71.3,22,30.5,0,0.01,5029.528,46.5,50,28.9,0,-0.01,10419.947,29.0,38,6.3,0,0.0,14514.436,16.0,4,-45.9,0,-0.01,19206.038,-6.9,7,-55.9,0,-0.02,24731.862,-38.2,8,-77.6,0,-0.01,31437.854,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-24T01:00,pressure_profile,best_match,66.2,94,64.4,26,-0.01,390.42,72.4,46,50.4,0,-0.01,2598.425,70.9,22,30.1,0,0.01,5013.124,46.5,49,28.3,0,-0.02,10403.543,28.7,43,8.7,0,-0.02,14494.751,15.6,4,-46.2,0,-0.01,19183.07,-6.9,7,-55.9,0,0.01,24707.56,-37.3,8,-76.9,0,0.0,31411.396,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-24T02:00,pressure_profile,best_match,66.0,95,64.5,33,-0.01,390.42,72.6,45,50.0,0,0.0,2598.425,70.7,23,31.1,0,0.0,5013.124,46.5,48,27.8,0,-0.02,10403.543,28.7,45,10.0,0,-0.02,14494.751,15.6,3,-52.8,0,0.0,19183.07,-7.5,7,-56.3,0,0.01,24703.508,-37.3,8,-76.9,0,-0.01,31406.106,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-24T03:00,pressure_profile,best_match,66.8,91,63.9,30,0.0,366.634,72.7,44,49.1,0,-0.0,2575.459,71.0,23,31.6,0,-0.01,4990.978,46.7,45,26.5,0,0.02,10380.577,28.3,43,8.3,0,-0.0,14472.605,15.4,4,-48.3,0,0.01,19160.926,-7.8,8,-54.3,0,0.01,24678.194,-37.5,10,-74.6,0,-0.02,31384.938,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-24T04:00,pressure_profile,best_match,68.0,86,63.4,20,-0.01,342.848,73.0,43,48.7,0,-0.01,2555.775,71.5,24,32.3,0,-0.01,4970.473,46.7,44,25.7,0,0.02,10364.173,28.5,40,7.1,0,-0.01,14453.74,15.2,6,-43.8,0,-0.01,19143.702,-7.5,8,-53.0,0,-0.02,24665.032,-37.8,12,-72.3,0,-0.03,31371.708,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-24T05:00,pressure_profile,best_match,69.3,82,63.3,8,-0.0,318.242,73.7,41,48.5,0,0.0,2534.449,71.9,23,32.1,0,0.0,4950.788,46.6,43,25.2,0,0.0,10345.309,28.8,37,5.6,0,-0.01,14438.156,15.4,9,-35.3,0,0.01,19126.476,-7.2,10,-50.3,0,-0.02,24647.816,-37.3,14,-69.4,0,-0.02,31365.092,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
2026-09-24T06:00,pressure_profile,best_match,70.3,79,63.5,0,0.01,298.556,73.9,40,48.1,0,0.0,2516.404,72.0,23,32.1,0,0.01,4934.384,46.8,43,25.6,0,0.0,10331.365,29.0,36,5.5,0,0.0,14425.854,15.2,10,-31.7,0,0.01,19114.174,-6.4,8,-51.9,0,-0.01,24634.652,-37.3,14,-68.9,0,0.0,31358.478,America/Los_Angeles,34.03202,-118.52633,86.0,88.20927143096924
